Time,TargetPosition,CurrentPosition,Velocity,Acceleration,Error,Current,Torque
2.221834,0.413458,0.617227,-0.512821,-0.000000,0.203769,-1.734701,-0.040000
2.236605,0.372717,0.611429,-0.757021,22.936963,0.238712,-2.011331,-0.050000
2.253563,0.321469,0.601968,-1.098901,23.047931,0.280499,-2.345592,-0.080000
2.270512,0.265669,0.589761,-1.489621,23.665667,0.324092,-2.737485,-0.100000
2.287363,0.205879,0.574502,-1.929182,23.217728,0.368623,-3.048694,-0.130000
2.302145,0.150081,0.557412,-2.417582,23.414106,0.407331,-3.325324,-0.160000
2.319020,0.082790,0.533303,-3.101343,46.801465,0.450513,-3.601954,-0.190000
2.335903,0.011890,0.505837,-3.785104,45.730553,0.493947,-3.867057,-0.230000
2.352909,-0.062850,0.472877,-4.566545,46.472326,0.535727,-4.086056,-0.260000
2.369744,-0.139824,0.434424,-5.445665,46.319958,0.574248,-4.351160,-0.290000
2.386663,-0.219855,0.389258,-6.471306,70.018234,0.609113,-4.501001,-0.320000
2.401533,-0.292156,0.346227,-7.301587,47.353216,0.638383,-4.593211,-0.360000
2.418468,-0.376427,0.291600,-8.327228,68.374503,0.668027,-4.662369,-0.380000
2.435369,-0.462251,0.230869,-9.352869,69.432837,0.693120,-4.835263,-0.410000
2.452253,-0.549358,0.168612,-10.231990,45.756089,0.717970,-4.892894,-0.440000
2.469179,-0.637696,0.102083,-11.062271,45.572861,0.739779,-4.904420,-0.450000
2.483890,-0.715027,0.038605,-11.941392,68.834009,0.753632,-4.835263,-0.450000
2.500829,-0.804375,-0.040436,-12.967033,67.458840,0.763939,-4.673895,-0.470000
2.517659,-0.893133,-0.121309,-13.846154,46.184198,0.771824,-4.696947,-0.490000
2.534544,-0.981803,-0.205539,-14.676435,46.796119,0.776264,-4.581685,-0.490000
2.551366,-1.069411,-0.293126,-15.457875,46.419672,0.776285,-4.466422,-0.490000
2.568324,-1.156633,-0.384070,-16.141636,44.581069,0.772564,-4.431844,-0.500000
2.583051,-1.231209,-0.457923,-16.288156,-0.000000,0.773286,-4.235897,-0.500000
2.600084,-1.315787,-0.546731,-16.630037,21.195035,0.769056,-4.016899,-0.470000
2.617134,-1.398323,-0.642863,-17.264957,22.672940,0.755460,-3.901636,-0.470000
2.634184,-1.478388,-0.739300,-17.753358,22.715681,0.739088,-3.740269,-0.480000
2.649177,-1.546486,-0.822614,-17.899878,22.985863,0.723872,-3.578901,-0.480000
2.666149,-1.620689,-0.913863,-17.948718,-0.000000,0.706826,-3.429060,-0.470000
2.683110,-1.691485,-1.004196,-17.899878,-0.000000,0.687288,-3.267692,-0.460000
2.700003,-1.758379,-1.092393,-17.753358,-0.000000,0.665985,-3.014115,-0.430000
2.717121,-1.822195,-1.184558,-17.802198,-0.000000,0.637637,-2.795116,-0.390000
2.731867,-1.873769,-1.261769,-17.753358,-0.000000,0.612000,-2.495433,-0.390000
2.748796,-1.928878,-1.346609,-17.460317,-0.000000,0.582269,-2.241856,-0.390000
2.765606,-1.979050,-1.429618,-17.167277,-22.911309,0.549432,-2.068962,-0.360000
2.782671,-2.025140,-1.512016,-16.874237,-23.278410,0.513124,-1.826911,-0.330000
2.797398,-2.060850,-1.578241,-16.385836,-46.461785,0.482610,-1.607912,-0.310000
2.814307,-2.097050,-1.650568,-15.750916,-44.731960,0.446482,-1.204493,-0.270000
